campaign,prod_type,subject,sent,uniq_open,uniq_click
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,38,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,25,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",470,82,5
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",25,4,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,25,2,0
NB Transaction,NB Transaction,Transact on IndusNet and avail enhanced daily transaction limit of Rs. 25 Lakhs.,21109,2293,97
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,900 on our power packed Debit Card",25287,1804,13
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.17,600 on our power packed Debit Card",12485,911,12
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.21,100 await you. Details inside",5727,449,4
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.23,600 await you. Details inside",16459,1243,16
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",975,72,2
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",11683,840,11
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,28,3,0
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,2392,304,7
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,2570,321,16
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.17,600 on our power packed Debit Card",1333,92,1
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,900 on our power packed Debit Card",2923,217,1
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.21,100 await you. Details inside",630,56,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.23,600 await you. Details inside",1873,165,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,41,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,32,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,28,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,27,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,24,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,27,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,30,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,24,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,24,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,27,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,28,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,26,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",879,192,9
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,360,50,6
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,691,109,8
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,1505,174,6
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,660,71,1
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, enjoy a 10% instant discount every Tuesday at Snapdeal using your Debit Card. Shop Now",249753,22838,523
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, Debit Card festival: 5 Iphone8 & Fitbit Charge2 up for grabs",249666,25545,418
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs. 2500 today. Hurry,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,28,0,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 7500 today. Hurry,27,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,26,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,24,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,38,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,28,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,31,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,28,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,36,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 4000 today. Hurry,35,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,24,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",99,18,0
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,100,14,1
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,499,50,3
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,1090,134,2
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,24,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",94,20,1
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,108,18,1
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,28,3,0
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,27,2,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",840,168,5
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,340,53,0
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,25,3,0
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,25,0,0
MBNB UseCase,NB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,4555,380,8
MBNB UseCase,NB Registration,"This Diwali, Transact Smart & Win 32” HD LED TV",6893,424,13
MBNB UseCase,MB Registration,"This Diwali, Transact Smart & Win 32” HD LED TV",3980,201,3
MBNB UseCase,MB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,1079,57,1
MBNB UseCase,MB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,3932,217,1
MBNB UseCase,NB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,6923,475,16
MBNB UseCase,MB Registration,"This Diwali, Transact Smart & Win 32” HD LED TV",1020,48,2
MBNB UseCase,MB Registration,"This Diwali, Transact Smart & Win 32” HD LED TV",4505,329,8
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,26,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,35,4,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,29,3,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",66,10,1
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,403,43,3
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,26,2,0
MBNB UseCase,MB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,67969,3857,55
MBNB UseCase,NB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,78976,6683,178
MBNB UseCase,NB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,120370,9287,265
MBNB UseCase,MB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,18005,1072,33
MB Registration,MB Registration,Download IndusMobile app and avail enhanced daily transaction limit of Rs. 10 Lakhs,45795,2307,83
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,26,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,30,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,29,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,27,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,28,1,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,1
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,1,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",78,11,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,25,1,0
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,25,1,0
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,2561,278,9
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,28,0,0
MB Transaction,MB Transaction,Avail enhanced daily transaction limit of Rs. 10 Lakhs on your IndusMobile app,17409,1341,5
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs. 1000 today. Hurry,34,3,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs. 2500 today. Hurry,32,0,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 7500 today. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,31,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,32,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,29,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,28,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 4000 today. Hurry,37,1,0
DCVoucherActivation,DCVoucherActivation,Redeem your Debit card voucher worth Rs 10000 today. Hurry,32,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
MBTransactionBooster,MB Transaction,October Delights: Win vouchers Rs500 of your choice. Details inside.,89490,7640,93
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",80,20,1
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,738,106,7
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,355,43,1
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,657,73,3
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,682,78,1
MBTransactionBooster,MB Transaction,You’re Missed: Transact on IndusMobile and win vouchers Rs500. Details inside.,192278,15587,111
MBTransactionBooster,MB Transaction,October Delights: Win vouchers Rs500 of your choice. Details inside.,129997,10521,97
NB Registration,NB Registration,Transact on IndusNet and avail enhanced daily transaction limit of Rs. 25 Lakhs.,26203,1777,68
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, this Dhanteras enjoy a 15% Instant Discount at Snapdeal with your Debit Card",251535,19216,445
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,26,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,36,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,29,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,36,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,28,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,24,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",328,46,2
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,91,12,0
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,25,1,0
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,1084,120,10
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,94,8,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",11667,701,7
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,900 on our power packed Debit Card",25251,1591,14
DCTactical90DPOS,DCTransaction,"Dear %%Opportunity_Name%%, chance to get an iPhone8 or Fitbit Charge2 this Dhanteras. Shop now",251440,20741,260
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,28,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,27,1,1
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,27,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,1,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,31,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",69,13,1
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,90,8,1
DCSuper50,DCTransaction,Double Fayda on your Debit Card ending with %%Field_1%%,108,16,3
DCSuper50,DCTransaction,Pay half and get 50% off on Pizza Hut or Café Coffee day,28,2,0
DCSuper50,DCTransaction,Cool 50% discount* on Uber rides using Debit Card ending with %%Field_1%%,27,1,0
MBNB UseCase,MB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,6309,324,7
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.9,400 on our power packed Debit Card",972,64,1
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.21,100 await you. Details inside",5718,404,3
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,900 on our power packed Debit Card",2920,197,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.17,600 on our power packed Debit Card",12471,826,17
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.21,100 await you. Details inside",629,47,0
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,13777,783,19
MBNB UseCase,MB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,11808,592,14
MBNB UseCase,NB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,3349,251,10
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.23,600 await you. Details inside",1869,151,1
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.17,600 on our power packed Debit Card",1330,106,2
MBNB UseCase,NB Registration,Bring home a 32” HD LED TV this Diwali. Know more inside.,3824,548,23
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.23,600 await you. Details inside",16438,1215,16
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,28,1,1
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,29,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,47,7,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,33,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,29,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,26,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,27,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,27,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,25,0,0
